co1,score,co2,article_id,date
19912,8,19249,280609,2011-08-17
19912,5,19250,280609,2011-08-17
19912,5,19251,280609,2011-08-17
19912,13,19252,280609,2011-08-17
19912,4,19255,280609,2011-08-17
19912,4,19256,280609,2011-08-17
19912,14,19257,280609,2011-08-17
19912,9,19258,280609,2011-08-17
19912,4,19259,280609,2011-08-17
19912,12,19260,280609,2011-08-17
19912,3,19261,280609,2011-08-17
19912,12,19263,280609,2011-08-17
19912,3,19264,280609,2011-08-17
19912,2,84827,280609,2011-08-17
19912,2,84828,280609,2011-08-17
19912,3,84829,280609,2011-08-17
19912,2,145059,280609,2011-08-17
19912,2,216938,280609,2011-08-17
19912,6,2939,303228,2011-11-25
19912,6,4495,303228,2011-11-25
19912,6,4499,303228,2011-11-25
19912,6,5954,303228,2011-11-25
19912,6,7407,303228,2011-11-25
19912,6,7636,303228,2011-11-25
19912,5,8526,303228,2011-11-25
19912,6,9899,303228,2011-11-25
19912,6,11236,303228,2011-11-25
19912,10,17749,303228,2011-11-25
19912,1,18366,303228,2011-11-25
19912,6,22458,303228,2011-11-25
19912,6,24873,303228,2011-11-25
19912,6,28411,303228,2011-11-25
19912,6,29769,303228,2011-11-25
19912,6,31289,303228,2011-11-25
19912,6,31734,303228,2011-11-25
19912,9,37630,303228,2011-11-25
19912,6,37644,303228,2011-11-25
19912,6,42493,303228,2011-11-25
19912,6,42543,303228,2011-11-25
19912,2,43432,303228,2011-11-25
19912,6,46118,303228,2011-11-25
19912,6,46494,303228,2011-11-25
19912,2,46509,303228,2011-11-25
19912,6,46809,303228,2011-11-25
19912,6,47790,303228,2011-11-25
19912,6,47854,303228,2011-11-25
19912,6,49959,303228,2011-11-25
19912,6,51128,303228,2011-11-25
19912,6,55099,303228,2011-11-25
19912,9,69397,303228,2011-11-25
19912,6,74726,303228,2011-11-25
19912,6,77761,303228,2011-11-25
19912,6,80119,303228,2011-11-25
19912,3,81252,303228,2011-11-25
19912,6,83759,303228,2011-11-25
19912,6,83863,303228,2011-11-25
19912,6,83864,303228,2011-11-25
19912,6,83865,303228,2011-11-25
19912,6,83866,303228,2011-11-25
19912,6,83868,303228,2011-11-25
19912,6,83869,303228,2011-11-25
19912,6,83870,303228,2011-11-25
19912,6,83871,303228,2011-11-25
19912,6,83873,303228,2011-11-25
19912,6,83874,303228,2011-11-25
19912,6,83875,303228,2011-11-25
19912,6,83876,303228,2011-11-25
19912,6,83877,303228,2011-11-25
19912,6,83878,303228,2011-11-25
19912,8,83879,303228,2011-11-25
19912,6,83882,303228,2011-11-25
19912,6,83885,303228,2011-11-25
19912,9,83886,303228,2011-11-25
19912,6,83888,303228,2011-11-25
19912,6,83890,303228,2011-11-25
19912,6,83891,303228,2011-11-25
19912,6,83894,303228,2011-11-25
19912,6,83896,303228,2011-11-25
19912,6,83897,303228,2011-11-25
19912,2,83898,303228,2011-11-25
19912,6,83899,303228,2011-11-25
19912,6,83900,303228,2011-11-25
19912,6,83903,303228,2011-11-25
19912,6,83904,303228,2011-11-25
19912,6,83906,303228,2011-11-25
19912,6,83907,303228,2011-11-25
19912,6,83908,303228,2011-11-25
19912,4,83909,303228,2011-11-25
19912,6,83910,303228,2011-11-25
19912,6,83911,303228,2011-11-25
19912,6,83912,303228,2011-11-25
19912,6,83913,303228,2011-11-25
19912,6,83918,303228,2011-11-25
19912,6,83919,303228,2011-11-25
19912,6,83920,303228,2011-11-25
19912,6,83921,303228,2011-11-25
19912,6,83925,303228,2011-11-25
19912,6,83928,303228,2011-11-25
19912,6,83932,303228,2011-11-25
19912,6,83933,303228,2011-11-25
19912,6,83935,303228,2011-11-25
19912,6,83936,303228,2011-11-25
19912,6,83939,303228,2011-11-25
19912,6,83940,303228,2011-11-25
19912,6,83941,303228,2011-11-25
19912,6,83942,303228,2011-11-25
19912,6,83943,303228,2011-11-25
19912,6,83944,303228,2011-11-25
19912,6,83945,303228,2011-11-25
19912,6,83946,303228,2011-11-25
19912,6,83948,303228,2011-11-25
19912,2,83949,303228,2011-11-25
19912,6,83950,303228,2011-11-25
19912,6,83951,303228,2011-11-25
19912,6,83953,303228,2011-11-25
19912,6,83955,303228,2011-11-25
19912,6,83958,303228,2011-11-25
19912,6,83960,303228,2011-11-25
19912,6,83961,303228,2011-11-25
19912,6,83964,303228,2011-11-25
19912,6,83965,303228,2011-11-25
19912,6,83966,303228,2011-11-25
19912,6,83967,303228,2011-11-25
19912,6,83970,303228,2011-11-25
19912,6,83972,303228,2011-11-25
19912,6,83973,303228,2011-11-25
19912,6,83974,303228,2011-11-25
19912,6,83976,303228,2011-11-25
19912,3,83977,303228,2011-11-25
19912,6,83979,303228,2011-11-25
19912,6,83981,303228,2011-11-25
19912,6,83982,303228,2011-11-25
19912,6,83983,303228,2011-11-25
19912,6,83984,303228,2011-11-25
19912,6,83988,303228,2011-11-25
19912,6,83989,303228,2011-11-25
19912,6,83992,303228,2011-11-25
19912,6,83993,303228,2011-11-25
19912,6,83994,303228,2011-11-25
19912,6,83995,303228,2011-11-25
19912,6,83997,303228,2011-11-25
19912,6,83999,303228,2011-11-25
19912,6,84000,303228,2011-11-25
19912,6,84001,303228,2011-11-25
19912,6,84003,303228,2011-11-25
19912,6,84004,303228,2011-11-25
19912,6,84005,303228,2011-11-25
19912,6,84006,303228,2011-11-25
19912,6,84008,303228,2011-11-25
19912,6,84010,303228,2011-11-25
19912,6,84012,303228,2011-11-25
19912,6,84013,303228,2011-11-25
19912,6,84014,303228,2011-11-25
19912,2,84015,303228,2011-11-25
19912,6,84016,303228,2011-11-25
19912,6,84017,303228,2011-11-25
19912,6,84018,303228,2011-11-25
19912,6,84019,303228,2011-11-25
19912,2,84021,303228,2011-11-25
19912,6,84022,303228,2011-11-25
19912,2,84023,303228,2011-11-25
19912,6,84024,303228,2011-11-25
19912,6,84025,303228,2011-11-25
19912,6,84026,303228,2011-11-25
19912,6,84027,303228,2011-11-25
19912,6,84028,303228,2011-11-25
19912,6,84029,303228,2011-11-25
19912,6,84031,303228,2011-11-25
19912,6,84033,303228,2011-11-25
19912,6,84034,303228,2011-11-25
19912,6,84036,303228,2011-11-25
19912,6,84037,303228,2011-11-25
19912,6,84039,303228,2011-11-25
19912,6,84040,303228,2011-11-25
19912,6,84042,303228,2011-11-25
19912,6,84043,303228,2011-11-25
19912,6,84044,303228,2011-11-25
19912,6,84050,303228,2011-11-25
19912,6,84051,303228,2011-11-25
19912,6,84052,303228,2011-11-25
19912,6,84053,303228,2011-11-25
19912,6,84054,303228,2011-11-25
19912,6,84055,303228,2011-11-25
19912,6,84057,303228,2011-11-25
19912,5,84493,303228,2011-11-25
19912,5,110855,303228,2011-11-25
19912,3,122371,303228,2011-11-25
19912,1,132394,303228,2011-11-25
19912,5,152377,303228,2011-11-25
19912,5,152403,303228,2011-11-25
19912,5,164320,303228,2011-11-25
19912,5,178018,303228,2011-11-25
19912,5,190028,303228,2011-11-25
19912,5,191563,303228,2011-11-25
19912,5,202984,303228,2011-11-25
19912,5,248002,303228,2011-11-25
19912,5,265978,303228,2011-11-25
19912,2,271730,303228,2011-11-25
19912,1,271929,303228,2011-11-25
19912,5,276373,303228,2011-11-25
19912,5,286754,303228,2011-11-25
19912,4,286755,303228,2011-11-25
19912,6,286756,303228,2011-11-25
19912,5,286757,303228,2011-11-25
19912,3,286758,303228,2011-11-25
19912,5,286759,303228,2011-11-25
19912,1,286760,303228,2011-11-25
19912,5,286761,303228,2011-11-25
19912,5,286762,303228,2011-11-25
19912,5,286763,303228,2011-11-25
19912,5,286764,303228,2011-11-25
19912,5,286765,303228,2011-11-25
19912,5,286766,303228,2011-11-25
19912,5,286767,303228,2011-11-25
19912,5,286768,303228,2011-11-25
19912,5,286769,303228,2011-11-25
19912,5,286770,303228,2011-11-25
19912,5,286771,303228,2011-11-25
19912,1,286772,303228,2011-11-25
19912,5,286773,303228,2011-11-25
19912,5,286774,303228,2011-11-25
19912,4,286775,303228,2011-11-25
19912,6,2939,321776,2012-02-18
19912,6,4495,321776,2012-02-18
19912,6,4499,321776,2012-02-18
19912,6,5954,321776,2012-02-18
19912,6,7407,321776,2012-02-18
19912,6,7636,321776,2012-02-18
19912,5,8526,321776,2012-02-18
19912,6,9899,321776,2012-02-18
19912,6,11236,321776,2012-02-18
19912,10,17749,321776,2012-02-18
19912,4,18764,321776,2012-02-18
19912,6,22458,321776,2012-02-18
19912,6,24873,321776,2012-02-18
19912,6,28411,321776,2012-02-18
19912,4,28937,321776,2012-02-18
19912,6,29769,321776,2012-02-18
19912,6,31289,321776,2012-02-18
19912,6,31734,321776,2012-02-18
19912,4,35157,321776,2012-02-18
19912,9,37630,321776,2012-02-18
19912,6,37644,321776,2012-02-18
19912,6,42493,321776,2012-02-18
19912,6,42543,321776,2012-02-18
19912,6,46118,321776,2012-02-18
19912,6,46494,321776,2012-02-18
19912,6,46809,321776,2012-02-18
19912,6,47790,321776,2012-02-18
19912,6,47854,321776,2012-02-18
19912,6,49959,321776,2012-02-18
19912,6,51128,321776,2012-02-18
19912,6,55099,321776,2012-02-18
19912,9,69397,321776,2012-02-18
19912,6,74726,321776,2012-02-18
19912,6,77761,321776,2012-02-18
19912,6,80119,321776,2012-02-18
19912,3,81252,321776,2012-02-18
19912,6,83759,321776,2012-02-18
19912,6,83863,321776,2012-02-18
19912,6,83864,321776,2012-02-18
19912,6,83865,321776,2012-02-18
19912,6,83866,321776,2012-02-18
19912,6,83868,321776,2012-02-18
19912,6,83869,321776,2012-02-18
19912,6,83870,321776,2012-02-18
19912,6,83871,321776,2012-02-18
19912,6,83873,321776,2012-02-18
19912,6,83874,321776,2012-02-18
19912,6,83875,321776,2012-02-18
19912,6,83876,321776,2012-02-18
19912,6,83877,321776,2012-02-18
19912,6,83878,321776,2012-02-18
19912,8,83879,321776,2012-02-18
19912,6,83882,321776,2012-02-18
19912,6,83885,321776,2012-02-18
19912,9,83886,321776,2012-02-18
19912,6,83888,321776,2012-02-18
19912,6,83890,321776,2012-02-18
19912,6,83891,321776,2012-02-18
19912,6,83894,321776,2012-02-18
19912,6,83896,321776,2012-02-18
19912,6,83897,321776,2012-02-18
19912,6,83899,321776,2012-02-18
19912,6,83900,321776,2012-02-18
19912,6,83903,321776,2012-02-18
19912,6,83904,321776,2012-02-18
19912,6,83906,321776,2012-02-18
19912,6,83907,321776,2012-02-18
19912,6,83908,321776,2012-02-18
19912,4,83909,321776,2012-02-18
19912,6,83910,321776,2012-02-18
19912,6,83911,321776,2012-02-18
19912,6,83912,321776,2012-02-18
19912,6,83913,321776,2012-02-18
19912,6,83918,321776,2012-02-18
19912,6,83919,321776,2012-02-18
19912,6,83920,321776,2012-02-18
19912,6,83921,321776,2012-02-18
19912,5,83924,321776,2012-02-18
19912,6,83925,321776,2012-02-18
19912,6,83928,321776,2012-02-18
19912,6,83932,321776,2012-02-18
19912,6,83933,321776,2012-02-18
19912,6,83935,321776,2012-02-18
19912,6,83936,321776,2012-02-18
19912,6,83939,321776,2012-02-18
19912,6,83940,321776,2012-02-18
19912,6,83941,321776,2012-02-18
19912,6,83942,321776,2012-02-18
19912,6,83943,321776,2012-02-18
19912,6,83944,321776,2012-02-18
19912,6,83945,321776,2012-02-18
19912,6,83946,321776,2012-02-18
19912,6,83948,321776,2012-02-18
19912,6,83950,321776,2012-02-18
19912,6,83951,321776,2012-02-18
19912,6,83953,321776,2012-02-18
19912,6,83955,321776,2012-02-18
19912,6,83958,321776,2012-02-18
19912,6,83960,321776,2012-02-18
19912,6,83961,321776,2012-02-18
19912,6,83964,321776,2012-02-18
19912,6,83965,321776,2012-02-18
19912,6,83966,321776,2012-02-18
19912,6,83967,321776,2012-02-18
19912,6,83970,321776,2012-02-18
19912,6,83972,321776,2012-02-18
19912,6,83973,321776,2012-02-18
19912,6,83974,321776,2012-02-18
19912,6,83976,321776,2012-02-18
19912,6,83979,321776,2012-02-18
19912,6,83981,321776,2012-02-18
19912,6,83982,321776,2012-02-18
19912,6,83983,321776,2012-02-18
19912,6,83984,321776,2012-02-18
19912,6,83988,321776,2012-02-18
19912,6,83989,321776,2012-02-18
19912,6,83992,321776,2012-02-18
19912,6,83993,321776,2012-02-18
19912,6,83994,321776,2012-02-18
19912,6,83995,321776,2012-02-18
19912,6,83997,321776,2012-02-18
19912,6,83999,321776,2012-02-18
19912,6,84000,321776,2012-02-18
19912,6,84001,321776,2012-02-18
19912,6,84003,321776,2012-02-18
19912,6,84004,321776,2012-02-18
19912,6,84005,321776,2012-02-18
19912,6,84006,321776,2012-02-18
19912,6,84008,321776,2012-02-18
19912,6,84010,321776,2012-02-18
19912,6,84012,321776,2012-02-18
19912,6,84013,321776,2012-02-18
19912,6,84014,321776,2012-02-18
19912,6,84016,321776,2012-02-18
19912,6,84017,321776,2012-02-18
19912,6,84018,321776,2012-02-18
19912,6,84019,321776,2012-02-18
19912,6,84022,321776,2012-02-18
19912,6,84024,321776,2012-02-18
19912,6,84025,321776,2012-02-18
19912,6,84026,321776,2012-02-18
19912,6,84027,321776,2012-02-18
19912,6,84028,321776,2012-02-18
19912,6,84029,321776,2012-02-18
19912,6,84031,321776,2012-02-18
19912,6,84033,321776,2012-02-18
19912,6,84034,321776,2012-02-18
19912,6,84036,321776,2012-02-18
19912,6,84037,321776,2012-02-18
19912,6,84039,321776,2012-02-18
19912,6,84040,321776,2012-02-18
19912,6,84042,321776,2012-02-18
19912,6,84043,321776,2012-02-18
19912,6,84044,321776,2012-02-18
19912,6,84050,321776,2012-02-18
19912,6,84051,321776,2012-02-18
19912,6,84052,321776,2012-02-18
19912,6,84053,321776,2012-02-18
19912,6,84054,321776,2012-02-18
19912,6,84055,321776,2012-02-18
19912,6,84057,321776,2012-02-18
19912,5,84493,321776,2012-02-18
19912,5,110855,321776,2012-02-18
19912,1,111417,321776,2012-02-18
19912,3,122371,321776,2012-02-18
19912,4,124688,321776,2012-02-18
19912,5,152377,321776,2012-02-18
19912,5,152403,321776,2012-02-18
19912,5,164320,321776,2012-02-18
19912,4,177902,321776,2012-02-18
19912,5,178018,321776,2012-02-18
19912,5,190028,321776,2012-02-18
19912,5,191563,321776,2012-02-18
19912,5,202984,321776,2012-02-18
19912,5,248002,321776,2012-02-18
19912,4,252320,321776,2012-02-18
19912,5,265978,321776,2012-02-18
19912,4,276372,321776,2012-02-18
19912,5,276373,321776,2012-02-18
19912,5,286754,321776,2012-02-18
19912,4,286755,321776,2012-02-18
19912,6,286756,321776,2012-02-18
19912,5,286757,321776,2012-02-18
19912,3,286758,321776,2012-02-18
19912,5,286759,321776,2012-02-18
19912,5,286761,321776,2012-02-18
19912,5,286762,321776,2012-02-18
19912,5,286763,321776,2012-02-18
19912,5,286764,321776,2012-02-18
19912,5,286765,321776,2012-02-18
19912,5,286766,321776,2012-02-18
19912,5,286767,321776,2012-02-18
19912,5,286768,321776,2012-02-18
19912,5,286769,321776,2012-02-18
19912,5,286770,321776,2012-02-18
19912,5,286771,321776,2012-02-18
19912,5,286773,321776,2012-02-18
19912,5,286774,321776,2012-02-18
19912,4,286775,321776,2012-02-18
19912,4,299274,321776,2012-02-18
19912,4,299275,321776,2012-02-18
19912,4,299276,321776,2012-02-18
19912,4,299277,321776,2012-02-18
19912,4,299278,321776,2012-02-18
19912,4,299279,321776,2012-02-18
19912,4,299280,321776,2012-02-18
19912,4,299281,321776,2012-02-18
19912,1,299282,321776,2012-02-18
19912,4,299283,321776,2012-02-18
19912,1,299284,321776,2012-02-18
19912,4,299285,321776,2012-02-18
19912,4,299286,321776,2012-02-18
19912,4,299287,321776,2012-02-18
19912,4,299288,321776,2012-02-18
19912,6,2939,323862,2012-02-28
19912,6,4495,323862,2012-02-28
19912,6,4499,323862,2012-02-28
19912,6,5954,323862,2012-02-28
19912,6,7407,323862,2012-02-28
19912,6,7636,323862,2012-02-28
19912,5,8526,323862,2012-02-28
19912,6,9899,323862,2012-02-28
19912,6,11236,323862,2012-02-28
19912,10,17749,323862,2012-02-28
19912,4,18764,323862,2012-02-28
19912,6,22458,323862,2012-02-28
19912,6,24873,323862,2012-02-28
19912,6,28411,323862,2012-02-28
19912,4,28937,323862,2012-02-28
19912,6,29769,323862,2012-02-28
19912,6,31289,323862,2012-02-28
19912,6,31734,323862,2012-02-28
19912,4,35157,323862,2012-02-28
19912,9,37630,323862,2012-02-28
19912,6,37644,323862,2012-02-28
19912,6,42493,323862,2012-02-28
19912,6,42543,323862,2012-02-28
19912,6,46118,323862,2012-02-28
19912,6,46494,323862,2012-02-28
19912,6,46809,323862,2012-02-28
19912,6,47790,323862,2012-02-28
19912,6,47854,323862,2012-02-28
19912,6,49959,323862,2012-02-28
19912,6,51128,323862,2012-02-28
19912,6,55099,323862,2012-02-28
19912,9,69397,323862,2012-02-28
19912,6,74726,323862,2012-02-28
19912,6,77761,323862,2012-02-28
19912,6,80119,323862,2012-02-28
19912,3,81252,323862,2012-02-28
19912,6,83759,323862,2012-02-28
19912,6,83863,323862,2012-02-28
19912,6,83864,323862,2012-02-28
19912,6,83865,323862,2012-02-28
19912,6,83866,323862,2012-02-28
19912,6,83868,323862,2012-02-28
19912,6,83869,323862,2012-02-28
19912,6,83870,323862,2012-02-28
19912,6,83871,323862,2012-02-28
19912,6,83873,323862,2012-02-28
19912,6,83874,323862,2012-02-28
19912,6,83875,323862,2012-02-28
19912,6,83876,323862,2012-02-28
19912,6,83877,323862,2012-02-28
19912,6,83878,323862,2012-02-28
19912,8,83879,323862,2012-02-28
19912,6,83882,323862,2012-02-28
19912,6,83885,323862,2012-02-28
19912,9,83886,323862,2012-02-28
19912,6,83888,323862,2012-02-28
19912,6,83890,323862,2012-02-28
19912,6,83891,323862,2012-02-28
19912,6,83894,323862,2012-02-28
19912,6,83896,323862,2012-02-28
19912,6,83897,323862,2012-02-28
19912,6,83899,323862,2012-02-28
19912,6,83900,323862,2012-02-28
19912,6,83903,323862,2012-02-28
19912,6,83904,323862,2012-02-28
19912,6,83906,323862,2012-02-28
19912,6,83907,323862,2012-02-28
19912,6,83908,323862,2012-02-28
19912,4,83909,323862,2012-02-28
19912,6,83910,323862,2012-02-28
19912,6,83911,323862,2012-02-28
19912,6,83912,323862,2012-02-28
19912,6,83913,323862,2012-02-28
19912,6,83918,323862,2012-02-28
19912,6,83919,323862,2012-02-28
19912,6,83920,323862,2012-02-28
19912,6,83921,323862,2012-02-28
19912,6,83925,323862,2012-02-28
19912,6,83928,323862,2012-02-28
19912,6,83932,323862,2012-02-28
19912,6,83933,323862,2012-02-28
19912,6,83935,323862,2012-02-28
19912,6,83936,323862,2012-02-28
19912,6,83939,323862,2012-02-28
19912,6,83940,323862,2012-02-28
19912,6,83941,323862,2012-02-28
19912,6,83942,323862,2012-02-28
19912,6,83943,323862,2012-02-28
19912,6,83944,323862,2012-02-28
19912,6,83945,323862,2012-02-28
19912,6,83946,323862,2012-02-28
19912,6,83948,323862,2012-02-28
19912,6,83950,323862,2012-02-28
19912,6,83951,323862,2012-02-28
19912,6,83953,323862,2012-02-28
19912,6,83955,323862,2012-02-28
19912,6,83958,323862,2012-02-28
19912,6,83960,323862,2012-02-28
19912,6,83961,323862,2012-02-28
19912,6,83964,323862,2012-02-28
19912,6,83965,323862,2012-02-28
19912,6,83966,323862,2012-02-28
19912,6,83967,323862,2012-02-28
19912,6,83970,323862,2012-02-28
19912,6,83972,323862,2012-02-28
19912,6,83973,323862,2012-02-28
19912,6,83974,323862,2012-02-28
19912,6,83976,323862,2012-02-28
19912,3,83977,323862,2012-02-28
19912,6,83979,323862,2012-02-28
19912,2,83980,323862,2012-02-28
19912,6,83981,323862,2012-02-28
19912,6,83982,323862,2012-02-28
19912,6,83983,323862,2012-02-28
19912,6,83984,323862,2012-02-28
19912,6,83988,323862,2012-02-28
19912,6,83989,323862,2012-02-28
19912,6,83992,323862,2012-02-28
19912,6,83993,323862,2012-02-28
19912,6,83994,323862,2012-02-28
19912,6,83995,323862,2012-02-28
19912,6,83997,323862,2012-02-28
19912,6,83999,323862,2012-02-28
19912,6,84000,323862,2012-02-28
19912,6,84001,323862,2012-02-28
19912,6,84003,323862,2012-02-28
19912,6,84004,323862,2012-02-28
19912,6,84005,323862,2012-02-28
19912,6,84006,323862,2012-02-28
19912,6,84008,323862,2012-02-28
19912,6,84010,323862,2012-02-28
19912,6,84012,323862,2012-02-28
19912,6,84013,323862,2012-02-28
19912,6,84014,323862,2012-02-28
19912,6,84016,323862,2012-02-28
19912,6,84017,323862,2012-02-28
19912,6,84018,323862,2012-02-28
19912,6,84019,323862,2012-02-28
19912,6,84022,323862,2012-02-28
19912,6,84024,323862,2012-02-28
19912,6,84025,323862,2012-02-28
19912,6,84026,323862,2012-02-28
19912,6,84027,323862,2012-02-28
19912,6,84028,323862,2012-02-28
19912,6,84029,323862,2012-02-28
19912,6,84031,323862,2012-02-28
19912,6,84033,323862,2012-02-28
19912,6,84034,323862,2012-02-28
19912,6,84036,323862,2012-02-28
19912,6,84037,323862,2012-02-28
19912,6,84039,323862,2012-02-28
19912,6,84040,323862,2012-02-28
19912,6,84042,323862,2012-02-28
19912,6,84043,323862,2012-02-28
19912,6,84044,323862,2012-02-28
19912,2,84046,323862,2012-02-28
19912,6,84050,323862,2012-02-28
19912,6,84051,323862,2012-02-28
19912,6,84052,323862,2012-02-28
19912,6,84053,323862,2012-02-28
19912,6,84054,323862,2012-02-28
19912,6,84055,323862,2012-02-28
19912,6,84057,323862,2012-02-28
19912,5,84493,323862,2012-02-28
19912,5,110855,323862,2012-02-28
19912,3,122371,323862,2012-02-28
19912,4,124688,323862,2012-02-28
19912,5,152377,323862,2012-02-28
19912,5,152403,323862,2012-02-28
19912,5,164320,323862,2012-02-28
19912,4,177902,323862,2012-02-28
19912,5,178018,323862,2012-02-28
19912,5,190028,323862,2012-02-28
19912,5,191563,323862,2012-02-28
19912,5,202984,323862,2012-02-28
19912,5,248002,323862,2012-02-28
19912,4,252320,323862,2012-02-28
19912,5,265978,323862,2012-02-28
19912,4,276372,323862,2012-02-28
19912,5,276373,323862,2012-02-28
19912,5,286754,323862,2012-02-28
19912,6,286756,323862,2012-02-28
19912,5,286757,323862,2012-02-28
19912,3,286758,323862,2012-02-28
19912,5,286759,323862,2012-02-28
19912,5,286761,323862,2012-02-28
19912,5,286762,323862,2012-02-28
19912,5,286763,323862,2012-02-28
19912,5,286764,323862,2012-02-28
19912,5,286765,323862,2012-02-28
19912,5,286766,323862,2012-02-28
19912,5,286767,323862,2012-02-28
19912,5,286768,323862,2012-02-28
19912,5,286769,323862,2012-02-28
19912,5,286770,323862,2012-02-28
19912,5,286771,323862,2012-02-28
19912,5,286773,323862,2012-02-28
19912,5,286774,323862,2012-02-28
19912,4,299274,323862,2012-02-28
19912,4,299275,323862,2012-02-28
19912,4,299276,323862,2012-02-28
19912,4,299277,323862,2012-02-28
19912,4,299278,323862,2012-02-28
19912,4,299279,323862,2012-02-28
19912,4,299280,323862,2012-02-28
19912,4,299281,323862,2012-02-28
19912,4,299283,323862,2012-02-28
19912,4,299285,323862,2012-02-28
19912,4,299286,323862,2012-02-28
19912,4,299287,323862,2012-02-28
19912,4,299288,323862,2012-02-28
19912,1,300665,323862,2012-02-28
19912,3,300666,323862,2012-02-28
19912,1,300667,323862,2012-02-28
19912,1,16469,333649,2012-04-11
19912,1,43335,333649,2012-04-11
19912,2,271730,333649,2012-04-11
19912,6,286756,333649,2012-04-11
19912,6,2939,343160,2012-05-23
19912,6,4495,343160,2012-05-23
19912,6,4499,343160,2012-05-23
19912,6,5954,343160,2012-05-23
19912,6,7407,343160,2012-05-23
19912,6,7636,343160,2012-05-23
19912,5,8526,343160,2012-05-23
19912,6,9899,343160,2012-05-23
19912,6,11236,343160,2012-05-23
19912,10,17749,343160,2012-05-23
19912,4,18764,343160,2012-05-23
19912,2,20963,343160,2012-05-23
19912,6,22458,343160,2012-05-23
19912,6,24873,343160,2012-05-23
19912,6,28411,343160,2012-05-23
19912,4,28937,343160,2012-05-23
19912,6,29769,343160,2012-05-23
19912,6,31289,343160,2012-05-23
19912,6,31734,343160,2012-05-23
19912,2,34397,343160,2012-05-23
19912,4,35157,343160,2012-05-23
19912,9,37630,343160,2012-05-23
19912,6,37644,343160,2012-05-23
19912,6,42493,343160,2012-05-23
19912,6,42543,343160,2012-05-23
19912,6,46118,343160,2012-05-23
19912,6,46494,343160,2012-05-23
19912,2,46506,343160,2012-05-23
19912,6,46809,343160,2012-05-23
19912,6,47790,343160,2012-05-23
19912,6,47854,343160,2012-05-23
19912,6,49959,343160,2012-05-23
19912,6,51128,343160,2012-05-23
19912,6,55099,343160,2012-05-23
19912,9,69397,343160,2012-05-23
19912,6,74726,343160,2012-05-23
19912,6,77761,343160,2012-05-23
19912,6,80119,343160,2012-05-23
19912,6,83759,343160,2012-05-23
19912,6,83863,343160,2012-05-23
19912,6,83864,343160,2012-05-23
19912,6,83865,343160,2012-05-23
19912,6,83866,343160,2012-05-23
19912,6,83868,343160,2012-05-23
19912,6,83869,343160,2012-05-23
19912,6,83870,343160,2012-05-23
19912,6,83871,343160,2012-05-23
19912,6,83873,343160,2012-05-23
19912,6,83874,343160,2012-05-23
19912,6,83875,343160,2012-05-23
19912,6,83876,343160,2012-05-23
19912,6,83877,343160,2012-05-23
19912,6,83878,343160,2012-05-23
19912,8,83879,343160,2012-05-23
19912,6,83882,343160,2012-05-23
19912,6,83885,343160,2012-05-23
19912,9,83886,343160,2012-05-23
19912,6,83888,343160,2012-05-23
19912,6,83890,343160,2012-05-23
19912,6,83891,343160,2012-05-23
19912,6,83894,343160,2012-05-23
19912,6,83896,343160,2012-05-23
19912,6,83897,343160,2012-05-23
19912,6,83899,343160,2012-05-23
19912,6,83900,343160,2012-05-23
19912,6,83903,343160,2012-05-23
19912,6,83904,343160,2012-05-23
19912,3,83905,343160,2012-05-23
19912,6,83906,343160,2012-05-23
19912,6,83907,343160,2012-05-23
19912,6,83908,343160,2012-05-23
19912,6,83910,343160,2012-05-23
19912,6,83911,343160,2012-05-23
19912,6,83912,343160,2012-05-23
19912,6,83913,343160,2012-05-23
19912,6,83918,343160,2012-05-23
19912,6,83919,343160,2012-05-23
19912,6,83920,343160,2012-05-23
19912,6,83921,343160,2012-05-23
19912,6,83925,343160,2012-05-23
19912,6,83928,343160,2012-05-23
19912,6,83932,343160,2012-05-23
19912,6,83933,343160,2012-05-23
19912,6,83935,343160,2012-05-23
19912,6,83936,343160,2012-05-23
19912,6,83939,343160,2012-05-23
19912,6,83940,343160,2012-05-23
19912,6,83941,343160,2012-05-23
19912,6,83942,343160,2012-05-23
19912,6,83943,343160,2012-05-23
19912,6,83944,343160,2012-05-23
19912,6,83945,343160,2012-05-23
19912,6,83946,343160,2012-05-23
19912,6,83948,343160,2012-05-23
19912,6,83950,343160,2012-05-23
19912,6,83951,343160,2012-05-23
19912,6,83953,343160,2012-05-23
19912,6,83955,343160,2012-05-23
19912,6,83958,343160,2012-05-23
19912,6,83960,343160,2012-05-23
19912,6,83961,343160,2012-05-23
19912,6,83964,343160,2012-05-23
19912,6,83965,343160,2012-05-23
19912,6,83966,343160,2012-05-23
19912,6,83967,343160,2012-05-23
19912,3,83968,343160,2012-05-23
19912,6,83970,343160,2012-05-23
19912,6,83972,343160,2012-05-23
19912,6,83973,343160,2012-05-23
19912,6,83974,343160,2012-05-23
19912,6,83976,343160,2012-05-23
19912,6,83979,343160,2012-05-23
19912,6,83981,343160,2012-05-23
19912,6,83982,343160,2012-05-23
19912,6,83983,343160,2012-05-23
19912,6,83984,343160,2012-05-23
19912,6,83988,343160,2012-05-23
19912,6,83989,343160,2012-05-23
19912,6,83992,343160,2012-05-23
19912,6,83993,343160,2012-05-23
19912,6,83994,343160,2012-05-23
19912,6,83995,343160,2012-05-23
19912,6,83997,343160,2012-05-23
